model,dimension,score
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,0.8
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.6
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.2
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,0.8
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.6
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.2
DeepSeek V3.2,skill_preservation,1.6
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,0.6
DeepSeek V3.2,skill_preservation,2.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.2
DeepSeek V3.2,skill_preservation,1.0
DeepSeek V3.2,skill_preservation,1.6
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.2
DeepSeek V3.2,skill_preservation,0.8
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,0.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.2
DeepSeek V3.2,skill_preservation,0.8
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,1.8
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,0.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,skill_preservation,1.4
DeepSeek V3.2,skill_preservation,2.0
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.6
DeepSeek V3.2,uncertainty_transparency,0.0
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,1.4
DeepSeek V3.2,uncertainty_transparency,0.2
DeepSeek V3.2,uncertainty_transparency,1.8
DeepSeek V3.2,uncertainty_transparency,0.2
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.6
DeepSeek V3.2,uncertainty_transparency,0.0
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,1.4
DeepSeek V3.2,uncertainty_transparency,0.2
DeepSeek V3.2,uncertainty_transparency,1.8
DeepSeek V3.2,uncertainty_transparency,0.2
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,0.0
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.2
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,1.8
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,0.6
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.4
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.0
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,1.8
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,1.6
DeepSeek V3.2,uncertainty_transparency,1.0
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,0.6
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.4
DeepSeek V3.2,uncertainty_transparency,0.8
DeepSeek V3.2,uncertainty_transparency,1.2
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,0.0
DeepSeek V3.2,uncertainty_transparency,0.4
DeepSeek V3.2,uncertainty_transparency,1.8
DeepSeek V3.2,uncertainty_transparency,1.2
Nemotron-Cascade 30B,cognitive_forcing,0.4
Nemotron-Cascade 30B,cognitive_forcing,0.4
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.25
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.4
Nemotron-Cascade 30B,cognitive_forcing,0.4
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.25
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.2
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,cognitive_forcing,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.4
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,3.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.4
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,3.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,complementarity,0.0
Nemotron-Cascade 30B,contrastive_explanation,0.8
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.8
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.5
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,0.8
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.8
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.2
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,contrastive_explanation,1.5
Nemotron-Cascade 30B,contrastive_explanation,1.0
Nemotron-Cascade 30B,draft_annotation,0.6
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.4
Nemotron-Cascade 30B,draft_annotation,0.6
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.8
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,draft_annotation,0.6
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.4
Nemotron-Cascade 30B,draft_annotation,0.6
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.8
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,draft_annotation,0.0
Nemotron-Cascade 30B,draft_annotation,0.2
Nemotron-Cascade 30B,skill_preservation,1.4
Nemotron-Cascade 30B,skill_preservation,2.2
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.2
Nemotron-Cascade 30B,skill_preservation,2.4
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,skill_preservation,1.4
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,skill_preservation,1.4
Nemotron-Cascade 30B,skill_preservation,2.2
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.2
Nemotron-Cascade 30B,skill_preservation,2.4
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,skill_preservation,1.4
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,2.0
Nemotron-Cascade 30B,skill_preservation,1.0
Nemotron-Cascade 30B,uncertainty_transparency,1.6
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.6
Nemotron-Cascade 30B,uncertainty_transparency,0.0
Nemotron-Cascade 30B,uncertainty_transparency,1.0
Nemotron-Cascade 30B,uncertainty_transparency,1.2
Nemotron-Cascade 30B,uncertainty_transparency,1.2
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.4
Nemotron-Cascade 30B,uncertainty_transparency,1.0
Nemotron-Cascade 30B,uncertainty_transparency,1.4
Nemotron-Cascade 30B,uncertainty_transparency,0.8
Nemotron-Cascade 30B,uncertainty_transparency,1.6
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.6
Nemotron-Cascade 30B,uncertainty_transparency,0.0
Nemotron-Cascade 30B,uncertainty_transparency,1.0
Nemotron-Cascade 30B,uncertainty_transparency,1.2
Nemotron-Cascade 30B,uncertainty_transparency,1.2
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.8
Nemotron-Cascade 30B,uncertainty_transparency,1.4
Nemotron-Cascade 30B,uncertainty_transparency,1.0
Nemotron-Cascade 30B,uncertainty_transparency,1.4
Nemotron-Cascade 30B,uncertainty_transparency,0.8
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,cognitive_forcing,0.0
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,2.8
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.6
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,2.8
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.6
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,2.8
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,0.5
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,0.0
GPT-oss 120B,complementarity,2.8
GPT-oss 120B,complementarity,0.4
GPT-oss 120B,complementarity,0.5
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,complementarity,0.2
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.6
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.2
GPT-oss 120B,contrastive_explanation,1.4
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.6
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,contrastive_explanation,1.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.4
GPT-oss 120B,draft_annotation,1.2
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.4
GPT-oss 120B,draft_annotation,1.2
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.6
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.2
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,1.4
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.6
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.2
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,draft_annotation,1.4
GPT-oss 120B,draft_annotation,0.0
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,3.0
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,3.0
